UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.0324,0.5083,,,0.1917,0.5917,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.188,0.7615,,,0.3472,0.8448,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.4991,0.676,,,0.6583,0.7594,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.6546,0.7635,,,0.8139,0.8469,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.1926,0.5042,,,0.3407,0.5885,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.5,0.5885,,,0.6537,0.674,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.8111,0.5885,,,0.9556,0.6719,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.0389,0.6719,,,0.1907,0.7615,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.3444,0.6708,,,0.5019,0.7615,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.3537,0.8438,,,0.5019,0.9313,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.3519,0.5052,,,0.4944,0.5875,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.8019,0.6719,,,0.9537,0.7646,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.5074,0.5,,,0.6463,0.5896,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.1907,0.675,,,0.3352,0.7615,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.4926,0.7646,,,0.6463,0.8469,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.0426,0.8458,,,0.1852,0.9313,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.1833,0.8427,,,0.3389,0.9302,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.6537,0.5062,,,0.8,0.5927,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.4944,0.8479,,,0.6537,0.9323,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.8222,0.5062,,,0.9444,0.5844,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.6667,0.5948,,,0.7926,0.6687,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.6722,0.6813,,,0.7963,0.7552,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.0537,0.7677,,,0.1815,0.8417,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.3556,0.7625,,,0.4889,0.8406,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.813,0.7698,,,0.95,0.8438,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.6648,0.8573,,,0.7926,0.925,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.8185,0.8531,,,0.9444,0.9292,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.2074,0.5927,,,0.3389,0.6771,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.3519,0.5917,,,0.4981,0.6698,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/65b6f8dc720c46e8185c259144806737.png,orb,0.0352,0.5906,,,0.1815,0.6667,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.0324,0.5062,,,0.1972,0.5917,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.6509,0.5906,,,0.8157,0.674,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.4935,0.6708,,,0.662,0.7646,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.3491,0.7594,,,0.5046,0.8531,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.8046,0.7615,,,0.9583,0.85,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.1981,0.501,,,0.3426,0.5917,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.3519,0.5021,,,0.4963,0.5885,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.0463,0.675,,,0.1889,0.7615,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.3519,0.675,,,0.4926,0.7583,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.8111,0.5885,,,0.9556,0.6719,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.5,0.7635,,,0.6481,0.8458,,
UNASSIGNED,gs://rpad-discord-vcm/orbs/orbs_in_screens/corrected_images/dc4d55dd56d25098c0dd2f1a9e4055f2.png,orb,0.6537,0.7656,,,0.8,0.8469,,
